FID,FID_,Species,Name,Width,Length,Height,Transect,QN,QL,X,Y,Notes,sp_simp,Type,easting,northing,ID,MapID
229,228,ephedra, ,67,74,45,6,5,L,800,780, ,ephedra,shrub,622573.376999999978580,3849095.791999999899417,0,0
230,229,u3, ,110,85,60,6,5,L,945,925, ,u3,shrub,622574.827000000048429,3849097.242000000085682,0,0
231,230,cyl.ech, ,44,63,35,6,5,L,900,785, ,cyl.ech,cactus,622574.376999999978580,3849095.842000000178814,0,0
232,231,u3, ,44,63,35,6,5,L,900,795,surround SC,u3,shrub,622574.376999999978580,3849095.941999999806285,0,0
233,232,PG, ,65,52,52,6,5,L,870,345, ,PG,shrub,622574.013500000000931,3849094.648759999778122,0,0
234,233,u3, ,38,35,30,6,5,L,960,320, ,u3,shrub,622574.913500000024214,3849094.398759999778122,0,0
235,234,u3, ,40,36,30,6,5,L,940,85, ,u3,shrub,622574.713499999954365,3849092.048760000150651,0,0
236,235,eri.fas, ,47,79,30,6,5,L,840,25, ,eri.fas,shrub,622573.713499999954365,3849091.448760000057518,0,0
237,236,u3, ,60,69,45,6,5,L,850,190, ,u3,shrub,622573.813500000047497,3849093.098759999964386,0,0
238,237,u3, ,65,53,48,6,5,L,735,110, ,u3,shrub,622572.663500000024214,3849092.298760000150651,0,0
239,238,PG, ,88,80,85,6,5,L,580,80, ,PG,shrub,622571.113499999977648,3849091.998759999871254,0,0
240,239,eri.fas, ,20,18,16,6,5,L,460,170, ,eri.fas,shrub,622569.913500000024214,3849092.898759999778122,0,0
241,240,u3, ,50,47,40,6,4,R,95,60, ,u3,shrub,622556.327000000048429,3849098.592000000178814,0,0
242,241,ephedra, ,115,91,60,6,4,R,65,210, ,ephedra,shrub,622556.027000000001863,3849100.092000000178814,0,0
243,242,ephedra, ,138,164,45,6,4,R,310,85,ring with 4 clumps,ephedra,shrub,622558.476999999955297,3849098.842000000178814,0,0
244,243,eri.fas, ,77,72,41,6,4,R,130,530, ,eri.fas,shrub,622556.677000000025146,3849103.291999999899417,0,0
245,244,cyl.ech, ,45,51,45,6,4,R,100,740, ,cyl.ech,cactus,622556.376999999978580,3849105.391999999992549,0,0
246,245,eri.fas, ,23,18,25,6,4,R,95,785, ,eri.fas,shrub,622556.327000000048429,3849105.842000000178814,0,0
247,246,eri.fas, ,66,47,50,6,4,R,255,840, ,eri.fas,shrub,622557.927000000025146,3849106.391999999992549,0,0
248,247,ephedra, ,38,36,36,6,4,R,320,640, ,ephedra,shrub,622558.577000000048429,3849104.391999999992549,0,0
249,248,ephedra, ,88,100,46,6,4,R,470,665, ,ephedra,shrub,622560.077000000048429,3849104.641999999992549,0,0
250,249,u3, ,105,50,75,6,4,R,470,790, ,u3,shrub,622560.077000000048429,3849105.891999999992549,0,0
251,250,lar.tri, ,353,276,204,6,4,R,470,585, ,lar.tri,shrub,622560.077000000048429,3849103.842000000178814,0,0
252,251,u3, ,53,36,35,6,4,R,665,650, ,u3,shrub,622562.027000000001863,3849104.492000000085682,0,0
253,252,u3, ,52,68,41,6,4,R,700,735, ,u3,shrub,622562.376999999978580,3849105.342000000178814,0,0
254,253,ephedra, ,105,50,75,6,4,R,850,790, ,ephedra,shrub,622563.876999999978580,3849105.891999999992549,0,0
255,254,lar.tri, ,102,103,168,6,4,R,890,760, ,lar.tri,shrub,622564.277000000001863,3849105.592000000178814,0,0
256,255,ephedra, ,76,80,50,6,4,R,920,850, ,ephedra,shrub,622564.577000000048429,3849106.492000000085682,0,0
257,256,ephedra, ,105,95,57,6,4,R,965,970, ,ephedra,shrub,622565.027000000001863,3849107.691999999806285,0,0
258,257,tha.mon, ,74,60,40,6,4,R,650,485, ,tha.mon,shrub,622561.876999999978580,3849102.842000000178814,0,0
259,258,men.spi, ,57,16,40,6,4,R,640,440, ,men.spi,shrub,622561.777000000001863,3849102.391999999992549,0,0
260,259,lar.tri, ,272,330,246,6,4,R,820,330, ,lar.tri,shrub,622563.577000000048429,3849101.291999999899417,0,0
261,260,u3, ,58,48,30,6,4,R,830,135, ,u3,shrub,622563.677000000025146,3849099.342000000178814,0,0
262,261,amb.sal, ,64,67,49,6,4,R,740,120,very few leave,amb.sal,shrub,622562.777000000001863,3849099.191999999806285,0,0
263,0,eri.fas, ,18,17,18,0,0, ,0,0, ,eri.fas,shrub,622562.077000000048429,3849100.092000000178814,0,0
264,262,ephedra, ,100,102,70,6,4,R,580,310, ,ephedra,shrub,622561.177000000025146,3849101.092000000178814,0,0
265,263,ephedra, ,127,115,61,6,4,L,110,40, ,ephedra,shrub,622566.476999999955297,3849098.391999999992549,0,0
266,264,tha.mon, ,78,53,38,6,4,L,145,290, ,tha.mon,shrub,622566.827000000048429,3849100.891999999992549,0,0
267,265,eri.fas, ,14,20,38,6,4,L,145,290,inside turp,eri.fas,shrub,622566.827000000048429,3849100.891999999992549,0,0
268,267,eri.fas, ,57,37,30,6,4,L,250,440, ,eri.fas,shrub,622570.327000000048429,3849102.391999999992549,0,0
269,268,eri.fas, ,46,27,41,6,4,L,175,570, ,eri.fas,shrub,622567.126999999978580,3849103.691999999806285,0,0
270,269,u3, ,63,40,35,6,4,L,85,665, ,u3,shrub,622566.226999999955297,3849104.641999999992549,0,0
271,270,amb.sal, ,108,87,85,6,4,L,85,735, ,amb.sal,shrub,622566.226999999955297,3849105.342000000178814,0,0
272,271,lar.tri, ,312,290,230,6,4,L,185,910, ,lar.tri,shrub,622567.226999999955297,3849107.092000000178814,0,0
273,272,men.spi, ,23,35,20,6,4,L,125,965, ,men.spi,shrub,622566.626999999978580,3849107.641999999992549,0,0
274,273,u3, ,30,20,30,6,4,L,5,1000, ,u3,shrub,622565.427000000025146,3849107.992000000085682,0,0
275,274,ephedra, ,147,140,63,6,4,L,510,640,ring formation,ephedra,shrub,622570.476999999955297,3849104.391999999992549,0,0
276,275,ephedra, ,203,96,70,6,4,L,650,665,ring formation,ephedra,shrub,622571.887583000003360,3849105.255830000154674,0,0
277,276,u3, ,44,60,46,6,4,L,960,860, ,u3,shrub,622574.976999999955297,3849106.592000000178814,0,0
278,277,cyl.ech, ,57,76,71,6,4,L,1000,810, ,cyl.ech,cactus,622575.376999999978580,3849106.092000000178814,0,0
279,278,ephedra, ,105,87,63,6,4,L,935,760, ,ephedra,shrub,622574.726999999955297,3849105.592000000178814,0,0
280,279,ephedra, ,85,65,47,6,4,L,915,590, ,ephedra,shrub,622574.527000000001863,3849103.891999999992549,0,0
281,280,amb.sal, ,7,4,17,6,4,L,720,690,under dead shrub,amb.sal,shrub,622572.577000000048429,3849104.891999999992549,0,0
282,281,u3, ,30,24,22,6,4,L,765,590, ,u3,shrub,622573.027000000001863,3849103.891999999992549,0,0
283,282,amb.sal, ,25,23,34,6,4,L,680,545, ,amb.sal,shrub,622572.177000000025146,3849103.441999999806285,0,0
284,283,cyl.ram, ,144,149,97,6,4,L,615,500, ,cyl.ram,cactus,622571.527000000001863,3849102.992000000085682,0,0
285,284,PG, ,90,80,80,6,4,L,495,440, ,PG,shrub,622570.327000000048429,3849102.391999999992549,0,0
286,285,u3, ,36,27,29,6,4,L,640,380, ,u3,shrub,622571.777000000001863,3849101.791999999899417,0,0
287,287,eri.fas, ,70,48,25,6,4,L,340,155, ,eri.fas,shrub,622568.777000000001863,3849099.541999999899417,0,0
288,288,u3, ,62,37,48,6,4,L,450,15, ,u3,shrub,622569.876999999978580,3849098.141999999992549,0,0
289,289,cyl.ram, ,13,14,30,6,4,L,475,5, ,cyl.ram,cactus,622570.126999999978580,3849098.041999999899417,0,0
290,290,eri.fas, ,40,50,46,6,4,L,430,215, ,eri.fas,shrub,622569.677000000025146,3849100.141999999992549,0,0
291,291,cyl.ram, ,76,39,60,6,4,L,395,275, ,cyl.ram,cactus,622569.327000000048429,3849100.742000000085682,0,0
292,292,men.spi, ,35,25,35,6,4,L,420,290, ,men.spi,shrub,622569.577000000048429,3849100.891999999992549,0,0
293,293,yuc.sch, ,129,137,130,6,4,L,470,244, ,yuc.sch,yucca,622570.077000000048429,3849100.432000000029802,0,0
294,294,PG, ,98,61,62,6,4,L,580,190, ,PG,shrub,622571.177000000025146,3849099.891999999992549,0,0
295,295,amb.sal, ,80,64,74,6,4,L,580,255, ,amb.sal,shrub,622571.177000000025146,3849100.541999999899417,0,0
296,296,amb.sal, ,52,55,41,6,4,L,650,305, ,amb.sal,shrub,622571.876999999978580,3849101.041999999899417,0,0
297,297,ephedra, ,38,23,38,6,4,L,650,315, ,ephedra,shrub,622571.876999999978580,3849101.141999999992549,0,0
298,298,cyl.ram, ,9,9,10,6,4,L,700,105, ,cyl.ram,cactus,622572.376999999978580,3849099.041999999899417,0,0
299,299,u3, ,26,31,40,6,4,L,720,205, ,u3,shrub,622572.577000000048429,3849100.041999999899417,0,0
300,300,u3, ,23,12,29,6,4,L,785,110, ,u3,shrub,622573.226999999955297,3849099.092000000178814,0,0
301,301,u3, ,52,48,37,6,4,L,805,305, ,u3,shrub,622573.427000000025146,3849101.041999999899417,0,0
302,302,yuc.sch, ,102,100,107,6,4,L,845,155, ,yuc.sch,yucca,622573.827000000048429,3849099.541999999899417,0,0
303,303,amb.sal, ,29,40,59,6,4,L,900,235, ,amb.sal,shrub,622574.376999999978580,3849100.342000000178814,0,0
304,304,PG, ,35,30,45,6,4,L,900,240, ,PG,shrub,622574.376999999978580,3849100.391999999992549,0,0
305,305,u3, ,55,50,48,6,4,L,905,315, ,u3,shrub,622574.427000000025146,3849101.141999999992549,0,0
306,306,ephedra, ,32,28,32,6,4,L,825,305, ,ephedra,shrub,622573.626999999978580,3849101.041999999899417,0,0
307,307,lar.tri, ,230,284,201,6,3,R,505,145, ,lar.tri,shrub,622560.427000000025146,3849109.441999999806285,0,0
308,308,PG, ,82,80,70,6,3,R,345,340, ,PG,shrub,622558.827000000048429,3849111.391999999992549,0,0
309,309,u3, ,38,40,33,6,3,R,390,365, ,u3,shrub,622559.277000000001863,3849111.641999999992549,0,0
310,310,ephedra, ,83,46,44,6,3,R,245,60, ,ephedra,shrub,622557.827000000048429,3849108.592000000178814,0,0
311,311,ephedra, ,71,60,46,6,3,R,130,200, ,ephedra,shrub,622556.677000000025146,3849109.992000000085682,0,0
312,312,ephedra, ,60,67,48,6,3,R,175,250, ,ephedra,shrub,622557.126999999978580,3849110.492000000085682,0,0
313,313,cyl.ech, ,35,30,44,6,3,R,220,470, ,cyl.ech,cactus,622557.577000000048429,3849112.691999999806285,0,0
314,314,ephedra, ,100,106,65,6,3,R,150,585, ,ephedra,shrub,622556.876999999978580,3849113.842000000178814,0,0
315,315,amb.sal, ,72,73,60,6,3,R,40,540, ,amb.sal,shrub,622555.790229000034742,3849114.596059999894351,0,0
316,316,eri.fas, ,17,18,25,6,3,R,120,630, ,eri.fas,shrub,622556.590228999964893,3849115.046060000080615,0,0
317,317,amb.sal, ,36,31,36,6,3,R,75,640, ,amb.sal,shrub,622556.140229000011459,3849115.146060000173748,0,0
318,318,amb.sal, ,29,36,35,6,3,R,15,675, ,amb.sal,shrub,622555.540229000034742,3849115.496059999801219,0,0
319,319,amb.sal, ,48,40,40,6,3,R,195,725, ,amb.sal,shrub,622557.327000000048429,3849115.242000000085682,0,0
320,320,cyl.ech, ,21,23,17,6,3,R,220,730, ,cyl.ech,cactus,622557.577000000048429,3849115.291999999899417,0,0
321,321,amb.sal, ,52,55,46,6,3,R,80,760, ,amb.sal,shrub,622556.177000000025146,3849115.592000000178814,0,0
322,322,amb.sal, ,40,32,42,6,3,R,90,805, ,amb.sal,shrub,622556.277000000001863,3849116.041999999899417,0,0
323,323,amb.sal, ,129,115,80,6,3,R,140,895, ,amb.sal,shrub,622556.777000000001863,3849116.941999999806285,0,0
324,324,u3, ,46,47,40,6,3,R,30,975, ,u3,shrub,622555.677000000025146,3849117.742000000085682,0,0
325,325,amb.sal, ,28,30,42,6,3,R,245,910, ,amb.sal,shrub,622557.827000000048429,3849117.092000000178814,0,0
326,326,u3, ,26,25,28,6,3,R,310,910, ,u3,shrub,622558.476999999955297,3849117.092000000178814,0,0
327,0,ephedra, ,110,82,62,0,0, ,0,0, ,ephedra,shrub,622559.577000000048429,3849114.742000000085682,0,0
328,328,lar.tri, ,146,150,200,6,3,R,465,830, ,lar.tri,shrub,622560.027000000001863,3849116.291999999899417,0,0
329,329,ephedra, ,128,100,70,6,3,R,420,900, ,ephedra,shrub,622559.577000000048429,3849116.992000000085682,0,0
330,330,eri.coo, ,40,28,25,6,3,R,820,580,"looks like u3, dense, sticky fragrant",eri.coo,shrub,622563.577000000048429,3849113.791999999899417,0,0
331,331,amb.sal, ,54,54,69,6,3,R,895,470, ,amb.sal,shrub,622564.327000000048429,3849112.691999999806285,0,0
332,332,ephedra, ,145,115,87,6,3,R,685,415, ,ephedra,shrub,622562.226999999955297,3849112.141999999992549,0,0
333,333,ephedra, ,60,65,62,6,3,R,755,380, ,ephedra,shrub,622562.927000000025146,3849111.791999999899417,0,0
334,334,lar.tri, ,373,258,218,6,3,R,820,170, ,lar.tri,shrub,622563.577000000048429,3849109.691999999806285,0,0
335,335,ephedra, ,54,54,40,6,3,L,85,145, ,ephedra,shrub,622566.226999999955297,3849109.441999999806285,0,0
336,336,ephedra, ,75,60,40,6,3,L,90,190, ,ephedra,shrub,622566.277000000001863,3849109.891999999992549,0,0
337,337,cyl.ram, ,28,24,18,6,3,L,130,185, ,cyl.ram,cactus,622566.677000000025146,3849109.842000000178814,0,0
338,338,lar.tri, ,231,182,197,6,3,L,175,430, ,lar.tri,shrub,622567.126999999978580,3849112.291999999899417,0,0
339,339,?, ,40,54,25,6,3,L,20,840,spiny w/ few leaves,noID,shrub,622565.577000000048429,3849116.391999999992549,0,0
340,340,ephedra, ,55,60,50,6,3,L,260,745, ,ephedra,shrub,622567.976999999955297,3849115.441999999806285,0,0
341,341,u3, ,45,37,30,6,3,L,280,70, ,u3,shrub,622570.726999999955297,3849107.541999999899417,0,0
342,342,ephedra, ,146,67,70,6,3,L,410,580, ,ephedra,shrub,622569.476999999955297,3849113.791999999899417,0,0
343,343,men.spi, ,15,18,19,6,3,L,955,455, ,men.spi,shrub,622574.927000000025146,3849112.541999999899417,0,0
344,344,ephedra, ,105,60,40,6,3,L,930,250, ,ephedra,shrub,622574.677000000025146,3849110.492000000085682,0,0
345,345,ephedra, ,51,55,40,6,3,L,885,180, ,ephedra,shrub,622574.226999999955297,3849109.791999999899417,0,0
346,346,u3, ,52,31,41,6,3,L,1000,25, ,u3,shrub,622575.376999999978580,3849108.242000000085682,0,0
347,347,cyl.ech, ,35,22,36,6,3,L,980,25, ,cyl.ech,cactus,622575.177000000025146,3849108.242000000085682,0,0
348,348,ephedra, ,65,60,55,6,3,L,895,30, ,ephedra,shrub,622574.327000000048429,3849108.291999999899417,0,0
349,349,u3, ,43,27,51,6,3,L,680,35, ,u3,shrub,622572.177000000025146,3849108.342000000178814,0,0
350,350,lar.tri, ,226,109,147,6,3,L,460,110, ,lar.tri,shrub,622569.976999999955297,3849109.092000000178814,0,0
351,351,u3, ,55,52,34,6,2,R,310,30, ,u3,shrub,622558.476999999955297,3849119.891999999992549,0,0
352,352,amb.sal, ,10,12,36,6,2,R,275,60, ,amb.sal,shrub,622558.126999999978580,3849120.191999999806285,0,0
353,353,amb.sal, ,71,88,54,6,2,R,275,135, ,amb.sal,shrub,622558.126999999978580,3849120.941999999806285,0,0
354,354,amb.sal, ,33,63,41,6,2,R,170,130, ,amb.sal,shrub,622557.077000000048429,3849120.891999999992549,0,0
355,355,amb.sal, ,50,54,70,6,2,R,0,180, ,amb.sal,shrub,622555.376999999978580,3849121.391999999992549,0,0
356,356,ephedra, ,200,130,60,6,2,R,110,500,looks like 3,ephedra,shrub,622556.476999999955297,3849124.592000000178814,0,0
357,357,eri.fas, ,32,45,43,6,2,R,190,735, ,eri.fas,shrub,622557.277000000001863,3849126.941999999806285,0,0
358,358,cyl.ram, ,15,15,17,6,2,R,180,755, ,cyl.ram,cactus,622557.177000000025146,3849127.141999999992549,0,0
359,359,amb.sal, ,37,30,38,6,2,R,425,200,started at bottom again,amb.sal,shrub,622559.626999999978580,3849121.592000000178814,0,0
360,360,cyl.ram, ,18,19,21,6,2,R,465,175, ,cyl.ram,cactus,622560.027000000001863,3849121.342000000178814,0,0
361,361,tha.mon, ,34,54,37,6,2,R,480,185, ,tha.mon,shrub,622560.177000000025146,3849121.441999999806285,0,0
362,362,u3, ,43,42,50,6,2,R,515,200, ,u3,shrub,622560.527000000001863,3849121.592000000178814,0,0
363,363,u3, ,30,25,38,6,2,R,450,250, ,u3,shrub,622559.876999999978580,3849122.092000000178814,0,0
364,364,u3, ,65,62,50,6,2,R,410,320, ,u3,shrub,622559.476999999955297,3849122.791999999899417,0,0
365,365,u3, ,60,36,44,6,2,R,470,350, ,u3,shrub,622560.077000000048429,3849123.092000000178814,0,0
366,366,eri.fas, ,37,58,40,6,2,R,410,445, ,eri.fas,shrub,622559.476999999955297,3849124.041999999899417,0,0
367,367,u3, ,62,56,5,6,2,R,505,555, ,u3,shrub,622560.427000000025146,3849125.141999999992549,0,0
368,368,ephedra, ,167,104,66,6,2,R,680,445, ,ephedra,shrub,622562.177000000025146,3849124.041999999899417,0,0
369,369,u3, ,35,56,52,6,2,R,705,485, ,u3,shrub,622562.427000000025146,3849124.441999999806285,0,0
370,370,u3, ,43,39,36,6,2,R,695,575, ,u3,shrub,622562.327000000048429,3849125.342000000178814,0,0
371,371,u3, ,42,44,38,6,2,R,605,675, ,u3,shrub,622561.427000000025146,3849126.342000000178814,0,0
372,372,eri.fas, ,51,51,41,6,2,R,560,895, ,eri.fas,shrub,622560.976999999955297,3849128.541999999899417,0,0
373,373,amb.sal, ,49,34,69,6,2,R,635,1125, ,amb.sal,shrub,622559.927000000025146,3849129.891999999992549,0,0
374,374,amb.sal, ,50,55,50,6,2,R,710,1040, ,amb.sal,shrub,622562.476999999955297,3849129.992000000085682,0,0
375,375,amb.sal, ,40,35,73,6,2,R,730,930,all cluster,amb.sal,shrub,622562.677000000025146,3849128.891999999992549,0,0
376,376,amb.sal, ,26,23,50,6,2,R,750,950,all cluster,amb.sal,shrub,622562.876999999978580,3849129.092000000178814,0,0
377,377,ephedra, ,57,85,54,6,2,R,750,935,all cluster,ephedra,shrub,622562.876999999978580,3849128.941999999806285,0,0
378,378,amb.sal, ,30,38,47,6,2,R,760,930,all cluster,amb.sal,shrub,622562.976999999955297,3849128.891999999992549,0,0
379,380,u3, ,48,56,40,6,2,L,1000,775, ,u3,shrub,622575.376999999978580,3849127.342000000178814,0,0
380,381,u3, ,83,50,51,6,2,L,720,735, ,u3,shrub,622572.577000000048429,3849126.941999999806285,0,0
381,383,amb.sal, ,64,46,50,6,2,L,915,430, ,amb.sal,shrub,622564.208228999981657,3849124.857729999814183,0,0
382,384,u3, ,32,25,25,6,2,L,835,205, ,u3,shrub,622573.726999999955297,3849118.891999999992549,0,0
383,385,u3, ,42,40,33,6,2,L,715,45, ,u3,shrub,622561.626144999987446,3849119.746999999973923,0,0
384,386,cyl.ram, ,10,19,25,6,2,L,730,170, ,cyl.ram,cactus,622561.776145000010729,3849120.996999999973923,0,0
385,387,u3, ,52,54,46,6,2,L,680,125, ,u3,shrub,622561.276145000010729,3849120.546999999787658,0,0
386,388,lar.tri, ,302,205,182,6,2,L,45,185, ,lar.tri,shrub,622565.827000000048429,3849121.441999999806285,0,0
387,389,lar.tri, ,366,324,193,6,2,L,40,315, ,lar.tri,shrub,622565.777000000001863,3849122.742000000085682,0,0
388,390,u3, ,9,41,49,6,2,L,45,375, ,u3,shrub,622565.827000000048429,3849123.342000000178814,0,0
389,391,lar.tri, ,125,102,150,6,2,L,195,395, ,lar.tri,shrub,622567.327000000048429,3849123.541999999899417,0,0
390,392,lar.tri, ,189,170,153,6,2,L,175,540, ,lar.tri,shrub,622567.126999999978580,3849124.992000000085682,0,0
391,393,amb.sal, ,64,60,45,6,2,L,180,832, ,amb.sal,shrub,622567.177000000025146,3849127.912000000011176,0,0
392,394,u3, ,40,29,30,6,2,L,170,945, ,u3,shrub,622567.077000000048429,3849129.041999999899417,0,0
393,395,cyl.ech, ,37,17,44,6,2,L,175,945, ,cyl.ech,cactus,622567.126999999978580,3849129.041999999899417,0,0
394,396,u3, ,50,48,36,6,2,L,70,915, ,u3,shrub,622566.077000000048429,3849128.742000000085682,0,0
395,397,amb.sal, ,54,38,42,6,2,L,55,935, ,amb.sal,shrub,622565.927000000025146,3849128.941999999806285,0,0
396,398,tha.mon, ,64,52,38,6,2,L,45,970, ,tha.mon,shrub,622565.827000000048429,3849129.291999999899417,0,0
397,399,lar.tri, ,300,260,145,6,2,L,310,690, ,lar.tri,shrub,622568.476999999955297,3849126.492000000085682,0,0
398,400,tha.mon, ,92,109,45,6,2,L,640,390, ,tha.mon,shrub,622571.777000000001863,3849128.342000000178814,0,0
399,401,cyl.ram, ,134,127,102,6,2,L,830,1000, ,cyl.ram,cactus,622573.677000000025146,3849129.592000000178814,0,0
400,402,lar.tri, ,283,373,230,6,2,L,740,690,ring with 3,lar.tri,shrub,622572.777000000001863,3849126.492000000085682,0,0
401,403,men.spi, ,23,24,28,6,2,L,665,730, ,men.spi,shrub,622572.027000000001863,3849126.891999999992549,0,0
402,405,lar.tri, ,225,190,220,6,2,L,950,730, ,lar.tri,shrub,622574.876999999978580,3849126.891999999992549,0,0
403,406,lar.tri, ,205,151,190,6,2,L,860,345, ,lar.tri,shrub,622573.976999999955297,3849123.041999999899417,0,0
404,407,ephedra, ,158,145,86,6,2,L,870,95, ,ephedra,shrub,622574.077000000048429,3849120.541999999899417,0,0
405,408,ephedra, ,57,45,38,6,2,L,595,325, ,ephedra,shrub,622571.327000000048429,3849122.842000000178814,0,0
406,409,eri.fas, ,34,25,30,6,2,L,630,55, ,eri.fas,shrub,622571.677000000025146,3849120.141999999992549,0,0
407,410,eri.fas, ,36,28,40,6,2,L,595,75, ,eri.fas,shrub,622571.327000000048429,3849120.342000000178814,0,0
408,411,eri.fas, ,27,30,16,6,2,L,535,25, ,eri.fas,shrub,622570.726999999955297,3849119.842000000178814,0,0
409,412,eri.fas, ,27,19,19,6,2,L,500,120, ,eri.fas,shrub,622570.376999999978580,3849120.791999999899417,0,0
410,413,lar.tri, ,308,245,200,6,2,L,340,110, ,lar.tri,shrub,622568.777000000001863,3849120.691999999806285,0,0
411,414,tha.mon, ,77,64,42,6,1,R,145,65, ,tha.mon,shrub,622556.827000000048429,3849130.242000000085682,0,0
412,415,amb.sal, ,55,55,45,6,1,R,130,340, ,amb.sal,shrub,622556.677000000025146,3849132.992000000085682,0,0
413,416,amb.sal, ,55,65,60,6,1,R,106,435, ,amb.sal,shrub,622556.437000000034459,3849133.941999999806285,0,0
414,417,eri.fas, ,56,67,36,6,1,R,70,470, ,eri.fas,shrub,622556.077000000048429,3849134.291999999899417,0,0
415,418,u3, ,50,45,35,6,1,R,0,550, ,u3,shrub,622555.376999999978580,3849135.092000000178814,0,0
416,419,eri.fas, ,30,30,30,6,1,R,200,460, ,eri.fas,shrub,622557.376999999978580,3849134.191999999806285,0,0
417,420,eri.fas, ,15,15,16,6,1,R,95,550, ,eri.fas,shrub,622556.327000000048429,3849135.092000000178814,0,0
418,421,eri.fas, ,20,20,14,6,1,R,45,715, ,eri.fas,shrub,622555.827000000048429,3849136.742000000085682,0,0
419,422,men.spi, ,43,46,20,6,1,R,100,765, ,men.spi,shrub,622556.376999999978580,3849137.242000000085682,0,0
420,423,u3, ,38,30,34,6,1,R,25,790, ,u3,shrub,622555.626999999978580,3849137.492000000085682,0,0
421,424,u3, ,35,25,25,6,1,R,80,890, ,u3,shrub,622556.177000000025146,3849138.492000000085682,0,0
422,425,amb.sal, ,107,95,60,6,1,R,10,950, ,amb.sal,shrub,622555.476999999955297,3849139.092000000178814,0,0
423,426,u3, ,35,25,20,6,1,R,185,985, ,u3,shrub,622557.226999999955297,3849139.441999999806285,0,0
424,427,u3, ,60,50,45,6,1,R,330,810, ,u3,shrub,622558.677000000025146,3849137.691999999806285,0,0
425,428,u3, ,25,26,30,6,1,R,370,735, ,u3,shrub,622559.077000000048429,3849136.941999999806285,0,0
426,429,u3, ,25,22,38,6,1,R,410,775, ,u3,shrub,622559.476999999955297,3849137.342000000178814,0,0
427,430,u3, ,69,50,48,6,1,R,440,760, ,u3,shrub,622559.777000000001863,3849137.191999999806285,0,0
428,431,ephedra, ,110,120,65,6,1,R,635,740, ,ephedra,shrub,622561.726999999955297,3849136.992000000085682,0,0
429,432,ephedra, ,110,93,66,6,1,R,725,700, ,ephedra,shrub,622562.626999999978580,3849136.592000000178814,0,0
430,433,u3, ,40,26,33,6,1,R,750,950, ,u3,shrub,622562.876999999978580,3849139.092000000178814,0,0
431,434,yuc.sch, ,80,58,63,6,1,R,850,975, ,yuc.sch,yucca,622563.876999999978580,3849139.342000000178814,0,0
432,435,lar.tri, ,183,162,225,6,1,R,740,610, ,lar.tri,shrub,622562.777000000001863,3849135.691999999806285,0,0
433,436,lar.tri, ,360,410,178,6,1,R,880,630,clump,lar.tri,shrub,622564.177000000025146,3849135.891999999992549,0,0
434,437,amb.sal, ,36,30,48,6,1,R,665,385, ,amb.sal,shrub,622562.027000000001863,3849133.441999999806285,0,0
435,438,u3, ,57,50,43,6,1,R,750,365, ,u3,shrub,622562.876999999978580,3849133.242000000085682,0,0
436,439,cyl.ech, ,35,42,58,6,1,R,880,140, ,cyl.ech,cactus,622562.520752000040375,3849130.851919999811798,0,0
437,440,men.spi, ,36,46,35,6,1,R,880,135, ,men.spi,shrub,622562.520752000040375,3849130.801919999998063,0,0
438,441,lar.tri, ,50,44,58,6,1,R,600,30, ,lar.tri,shrub,622562.126999999978580,3849130.441999999806285,0,0
439,442,ephedra, ,122,122,60,6,1,R,450,420, ,ephedra,shrub,622559.876999999978580,3849133.791999999899417,0,0
440,0,eri.fas, ,47,35,32,0,0, ,0,0, ,eri.fas,shrub,622559.427000000025146,3849135.541999999899417,0,0
441,443,eri.fas, ,100,90,40,6,1,R,370,250, ,eri.fas,shrub,622559.077000000048429,3849132.092000000178814,0,0
442,444,lar.tri, ,343,320,181,6,1,L,270,55, ,lar.tri,shrub,622568.077000000048429,3849130.141999999992549,0,0
443,445,eri.fas, ,30,29,26,6,1,L,395,200, ,eri.fas,shrub,622569.327000000048429,3849131.592000000178814,0,0
444,446,yuc.sch, ,125,116,140,6,1,L,225,675, ,yuc.sch,yucca,622567.626999999978580,3849136.342000000178814,0,0
445,447,ephedra, ,107,79,60,6,1,L,50,820, ,ephedra,shrub,622565.876999999978580,3849137.791999999899417,0,0
446,448,eri.fas, ,45,30,35,6,1,L,120,835, ,eri.fas,shrub,622566.577000000048429,3849137.941999999806285,0,0
447,449,yuc.sch, ,143,166,205,6,1,L,265,895, ,yuc.sch,yucca,622568.027000000001863,3849138.541999999899417,0,0
448,450,amb.sal, ,47,33,44,6,1,L,395,765, ,amb.sal,shrub,622569.327000000048429,3849137.242000000085682,0,0
449,451,u3, ,74,59,37,6,1,L,430,935, ,u3,shrub,622569.677000000025146,3849138.941999999806285,0,0
450,452,amb.sal, ,40,63,52,6,1,L,555,900, ,amb.sal,shrub,622570.927000000025146,3849138.592000000178814,0,0
451,453,u3, ,30,40,33,6,1,L,575,825, ,u3,shrub,622571.074082999955863,3849138.860650000162423,0,0
452,454,u3, ,47,65,37,6,1,L,575,825, ,u3,shrub,622571.126999999978580,3849137.842000000178814,0,0
453,455,u3, ,35,26,33,6,1,L,605,850, ,u3,shrub,622571.427000000025146,3849138.092000000178814,0,0
454,456,u3, ,47,58,50,6,1,L,635,925, ,u3,shrub,622571.726999999955297,3849138.842000000178814,0,0
